source,type,bp_length,phase,gene_id,gene_type,gene_name,level,havana_gene,tag
HAVANA,gene,2359,NA,ENSG00000166816.13,protein_coding,LDHD,2,OTTHUMG00000137605.2,NA
HAVANA,gene,3761,NA,ENSG00000184517.11,protein_coding,ZFP1,2,OTTHUMG00000137602.3,NA
HAVANA,gene,2346,NA,ENSG00000168928.12,protein_coding,CTRB2,2,OTTHUMG00000159271.2,NA
HAVANA,gene,1016,NA,ENSG00000168925.10,protein_coding,CTRB1,2,OTTHUMG00000159272.4,NA
HAVANA,gene,9178,NA,ENSG00000050820.16,protein_coding,BCAR1,1,OTTHUMG00000137604.8,overlapping_locus
HAVANA,gene,3317,NA,ENSG00000153774.8,protein_coding,CFDP1,1,OTTHUMG00000137615.6,overlapping_locus
HAVANA,gene,530,NA,ENSG00000261717.5,protein_coding,RP11-77K12.1,2,OTTHUMG00000177067.3,overlapping_locus
HAVANA,gene,5572,NA,ENSG00000166822.12,protein_coding,TMEM170A,1,OTTHUMG00000137614.3,overlapping_locus
HAVANA,gene,8469,NA,ENSG00000183196.8,protein_coding,CHST6,2,OTTHUMG00000137612.3,NA
HAVANA,gene,3322,NA,ENSG00000135702.14,protein_coding,CHST5,2,OTTHUMG00000137610.3,overlapping_locus
HAVANA,gene,2125,NA,ENSG00000260092.1,protein_coding,RP11-77K12.7,2,OTTHUMG00000177131.1,overlapping_locus
HAVANA,gene,6015,NA,ENSG00000205084.10,protein_coding,TMEM231,2,OTTHUMG00000177132.5,overlapping_locus
HAVANA,gene,3034,NA,ENSG00000034713.7,protein_coding,GABARAPL2,2,OTTHUMG00000137613.2,NA
HAVANA,gene,4486,NA,ENSG00000065457.10,protein_coding,ADAT1,2,OTTHUMG00000137611.5,overlapping_locus
HAVANA,gene,4065,NA,ENSG00000065427.14,protein_coding,KARS,2,OTTHUMG00000137609.5,NA
HAVANA,gene,1240,NA,ENSG00000284484.1,protein_coding,RP11-490B18.9,2,OTTHUMG00000191919.1,NA
HAVANA,gene,1079,NA,ENSG00000282757.3,protein_coding,DUXB,2,OTTHUMG00000191435.3,ncRNA_host
HAVANA,gene,1218,NA,ENSG00000283755.1,protein_coding,CPHXL,2,OTTHUMG00000191920.1,NA
HAVANA,gene,3379,NA,ENSG00000166848.5,protein_coding,TERF2IP,1,OTTHUMG00000177136.3,NA
HAVANA,gene,6482,NA,ENSG00000152910.18,protein_coding,CNTNAP4,2,OTTHUMG00000137617.7,overlapping_locus
HAVANA,gene,323,NA,ENSG00000261833.2,protein_coding,RP11-58C22.1,2,OTTHUMG00000173061.2,overlapping_locus
HAVANA,gene,6942,NA,ENSG00000103111.14,protein_coding,MON1B,1,OTTHUMG00000137618.3,overlapping_locus
HAVANA,gene,1244,NA,ENSG00000205078.5,protein_coding,SYCE1L,2,OTTHUMG00000176809.1,overlapping_locus
HAVANA,gene,6678,NA,ENSG00000140873.15,protein_coding,ADAMTS18,2,OTTHUMG00000137619.3,overlapping_locus
HAVANA,gene,1638,NA,ENSG00000140876.11,protein_coding,NUDT7,1,OTTHUMG00000176808.1,NA
HAVANA,gene,4137,NA,ENSG00000171724.2,protein_coding,VAT1L,2,OTTHUMG00000176845.1,overlapping_locus
HAVANA,gene,3007,NA,ENSG00000166509.10,protein_coding,CLEC3A,2,OTTHUMG00000137620.3,NA
HAVANA,gene,4886,NA,ENSG00000186153.16,protein_coding,WWOX,1,OTTHUMG00000176851.2,overlapping_locus
HAVANA,gene,6976,NA,ENSG00000178573.6,protein_coding,MAF,2,OTTHUMG00000137621.3,NA
HAVANA,gene,1464,NA,ENSG00000168589.14,protein_coding,DYNLRB2,1,OTTHUMG00000137622.2,NA
HAVANA,gene,8557,NA,ENSG00000166446.14,protein_coding,CDYL2,1,OTTHUMG00000177004.3,overlapping_locus
HAVANA,gene,12781,NA,ENSG00000103121.8,protein_coding,CMC2,1,OTTHUMG00000137625.5,overlapping_locus
HAVANA,gene,3568,NA,ENSG00000166451.13,protein_coding,CENPN,2,OTTHUMG00000137628.2,overlapping_locus
HAVANA,gene,6262,NA,ENSG00000166454.9,protein_coding,ATMIN,1,OTTHUMG00000176469.4,NA
HAVANA,gene,2376,NA,ENSG00000166455.13,protein_coding,C16orf46,2,OTTHUMG00000137629.5,overlapping_locus
HAVANA,gene,2892,NA,ENSG00000284512.1,protein_coding,RP11-303E16.10,2,OTTHUMG00000192005.2,overlapping_locus
HAVANA,gene,3177,NA,ENSG00000260643.2,protein_coding,RP11-303E16.8,1,OTTHUMG00000176470.2,overlapping_locus
HAVANA,gene,3677,NA,ENSG00000140905.10,protein_coding,GCSH,2,OTTHUMG00000137626.3,overlapping_locus
HAVANA,gene,2930,NA,ENSG00000135697.9,protein_coding,BCO1,2,OTTHUMG00000137630.2,NA
HAVANA,gene,15406,NA,ENSG00000261609.5,protein_coding,GAN,2,OTTHUMG00000137627.3,overlapping_locus
HAVANA,gene,12715,NA,ENSG00000153815.16,protein_coding,CMIP,1,OTTHUMG00000176520.4,overlapping_locus
HAVANA,gene,13416,NA,ENSG00000197943.9,protein_coding,PLCG2,1,OTTHUMG00000176532.3,overlapping_locus
HAVANA,gene,11911,NA,ENSG00000184860.9,protein_coding,SDR42E1,1,OTTHUMG00000166148.4,NA
HAVANA,gene,9550,NA,ENSG00000086696.10,protein_coding,HSD17B2,2,OTTHUMG00000137631.5,NA
HAVANA,gene,2190,NA,ENSG00000135698.9,protein_coding,MPHOSPH6,1,OTTHUMG00000137632.2,NA
HAVANA,gene,11187,NA,ENSG00000140945.16,protein_coding,CDH13,1,OTTHUMG00000176635.2,overlapping_locus
HAVANA,gene,9525,NA,ENSG00000230989.6,protein_coding,HSBP1,2,OTTHUMG00000176653.2,NA
HAVANA,gene,16161,NA,ENSG00000103150.5,protein_coding,MLYCD,2,OTTHUMG00000176654.2,overlapping_locus
HAVANA,gene,3055,NA,ENSG00000260300.5,protein_coding,RP11-505K9.4,2,OTTHUMG00000176811.3,overlapping_locus
HAVANA,gene,3460,NA,ENSG00000140961.12,protein_coding,OSGIN1,1,OTTHUMG00000137640.5,overlapping_locus
HAVANA,gene,2520,NA,ENSG00000103154.9,protein_coding,NECAB2,2,OTTHUMG00000137636.3,NA
HAVANA,gene,1819,NA,ENSG00000166558.10,protein_coding,SLC38A8,1,OTTHUMG00000176588.2,ncRNA_host
HAVANA,gene,10238,NA,ENSG00000140943.16,protein_coding,MBTPS1,2,OTTHUMG00000137639.7,overlapping_locus
HAVANA,gene,4507,NA,ENSG00000103160.11,protein_coding,HSDL1,2,OTTHUMG00000137635.7,NA
HAVANA,gene,7783,NA,ENSG00000154099.17,protein_coding,DNAAF1,1,OTTHUMG00000128517.3,NA
HAVANA,gene,5577,NA,ENSG00000103168.16,protein_coding,TAF1C,2,OTTHUMG00000176665.3,NA
HAVANA,gene,4111,NA,ENSG00000140955.10,protein_coding,ADAD2,1,OTTHUMG00000137637.3,NA
HAVANA,gene,6553,NA,ENSG00000168418.7,protein_coding,KCNG4,2,OTTHUMG00000137638.3,NA
HAVANA,gene,8785,NA,ENSG00000103175.10,protein_coding,WFDC1,2,OTTHUMG00000137641.4,NA
HAVANA,gene,7352,NA,ENSG00000064270.12,protein_coding,ATP2C2,1,OTTHUMG00000176737.2,NA
HAVANA,gene,8159,NA,ENSG00000140950.15,protein_coding,TLDC1,2,OTTHUMG00000176739.3,NA
HAVANA,gene,6762,NA,ENSG00000103187.7,protein_coding,COTL1,2,OTTHUMG00000137634.4,NA
HAVANA,gene,9995,NA,ENSG00000135686.12,protein_coding,KLHL36,2,OTTHUMG00000137642.3,NA
HAVANA,gene,5083,NA,ENSG00000103194.15,protein_coding,USP10,2,OTTHUMG00000176770.5,NA
HAVANA,gene,7965,NA,ENSG00000103196.11,protein_coding,CRISPLD2,1,OTTHUMG00000137644.6,overlapping_locus
HAVANA,gene,3947,NA,ENSG00000153786.12,protein_coding,ZDHHC7,2,OTTHUMG00000137645.4,NA
HAVANA,gene,8837,NA,ENSG00000135709.12,protein_coding,KIAA0513,2,OTTHUMG00000176597.2,NA
HAVANA,gene,1904,NA,ENSG00000153789.12,protein_coding,FAM92B,2,OTTHUMG00000187060.1,NA
HAVANA,gene,13387,NA,ENSG00000131149.18,protein_coding,GSE1,2,OTTHUMG00000137650.6,ncRNA_host
HAVANA,gene,3264,NA,ENSG00000131153.8,protein_coding,GINS2,1,OTTHUMG00000137646.3,NA
HAVANA,gene,2181,NA,ENSG00000154102.10,protein_coding,C16orf74,1,OTTHUMG00000183875.1,overlapping_locus
HAVANA,gene,4021,NA,ENSG00000131148.8,protein_coding,EMC8,2,OTTHUMG00000137647.2,ncRNA_host
HAVANA,gene,4792,NA,ENSG00000131143.8,protein_coding,COX4I1,1,OTTHUMG00000137649.6,NA
HAVANA,gene,5162,NA,ENSG00000140968.10,protein_coding,IRF8,2,OTTHUMG00000137648.9,ncRNA_host
HAVANA,gene,3516,NA,ENSG00000103241.6,protein_coding,FOXF1,1,OTTHUMG00000137651.4,NA
HAVANA,gene,6863,NA,ENSG00000103248.18,protein_coding,MTHFSD,1,OTTHUMG00000176480.5,NA
HAVANA,gene,2478,NA,ENSG00000176692.5,protein_coding,FOXC2,2,OTTHUMG00000137652.2,NA
HAVANA,gene,3742,NA,ENSG00000176678.5,protein_coding,FOXL1,2,OTTHUMG00000137653.4,NA
HAVANA,gene,3670,NA,ENSG00000260456.6,protein_coding,C16orf95,2,OTTHUMG00000175680.1,overlapping_locus
HAVANA,gene,953,NA,ENSG00000131152.4,protein_coding,RP11-178L8.4,2,OTTHUMG00000175684.1,overlapping_locus
HAVANA,gene,6897,NA,ENSG00000103264.17,protein_coding,FBXO31,1,OTTHUMG00000175685.5,overlapping_locus
HAVANA,gene,5313,NA,ENSG00000140941.12,protein_coding,MAP1LC3B,2,OTTHUMG00000137654.3,NA
HAVANA,gene,7390,NA,ENSG00000140948.11,protein_coding,ZCCHC14,2,OTTHUMG00000137655.2,overlapping_locus
HAVANA,gene,5941,NA,ENSG00000154118.12,protein_coding,JPH3,1,OTTHUMG00000137656.3,NA
HAVANA,gene,11177,NA,ENSG00000104731.13,protein_coding,KLHDC4,2,OTTHUMG00000137657.3,overlapping_locus
HAVANA,gene,4745,NA,ENSG00000103257.8,protein_coding,SLC7A5,2,OTTHUMG00000137658.3,ncRNA_host
HAVANA,gene,7981,NA,ENSG00000174990.4,protein_coding,CA5A,2,OTTHUMG00000137677.3,overlapping_locus
HAVANA,gene,8154,NA,ENSG00000172530.20,protein_coding,BANP,2,OTTHUMG00000137678.9,NA
HAVANA,gene,13287,NA,ENSG00000225614.2,protein_coding,ZNF469,2,OTTHUMG00000173151.4,NA
HAVANA,gene,6110,NA,ENSG00000179588.8,protein_coding,ZFPM1,2,OTTHUMG00000173152.4,ncRNA_host
HAVANA,gene,8648,NA,ENSG00000158545.15,protein_coding,ZC3H18,1,OTTHUMG00000137679.8,NA
HAVANA,gene,1379,NA,ENSG00000124391.4,protein_coding,IL17C,2,OTTHUMG00000173241.1,NA
HAVANA,gene,3357,NA,ENSG00000051523.10,protein_coding,CYBA,1,OTTHUMG00000173320.4,NA
HAVANA,gene,4717,NA,ENSG00000167508.11,protein_coding,MVD,1,OTTHUMG00000137865.5,NA
HAVANA,gene,1732,NA,ENSG00000185669.5,protein_coding,SNAI3,2,OTTHUMG00000173243.1,NA
HAVANA,gene,4394,NA,ENSG00000158717.10,protein_coding,RNF166,2,OTTHUMG00000137863.7,NA
HAVANA,gene,3532,NA,ENSG00000174177.12,protein_coding,CTU2,2,OTTHUMG00000173417.3,NA
HAVANA,gene,10855,NA,ENSG00000103335.21,protein_coding,PIEZO1,1,OTTHUMG00000156776.9,ncRNA_host
HAVANA,gene,3336,NA,ENSG00000167513.8,protein_coding,CDT1,2,OTTHUMG00000173467.2,NA
HAVANA,gene,1803,NA,ENSG00000198931.10,protein_coding,APRT,2,OTTHUMG00000175454.5,NA
HAVANA,gene,8402,NA,ENSG00000141012.12,protein_coding,GALNS,1,OTTHUMG00000137862.5,NA
HAVANA,gene,4463,NA,ENSG00000167515.10,protein_coding,TRAPPC2L,1,OTTHUMG00000137861.6,NA
HAVANA,gene,1314,NA,ENSG00000205022.9,protein_coding,PABPN1L,2,OTTHUMG00000170127.2,NA
HAVANA,gene,5972,NA,ENSG00000129993.14,protein_coding,CBFA2T3,2,OTTHUMG00000137864.9,overlapping_locus
HAVANA,gene,11629,NA,ENSG00000176715.15,protein_coding,ACSF3,1,OTTHUMG00000138044.10,NA
HAVANA,gene,4628,NA,ENSG00000129910.7,protein_coding,CDH15,2,OTTHUMG00000138045.3,NA
HAVANA,gene,2610,NA,ENSG00000259803.6,protein_coding,SLC22A31,2,OTTHUMG00000175615.3,NA
HAVANA,gene,11273,NA,ENSG00000170100.13,protein_coding,ZNF778,2,OTTHUMG00000175526.4,NA
HAVANA,gene,16949,NA,ENSG00000167522.14,protein_coding,ANKRD11,1,OTTHUMG00000175548.10,overlapping_locus
HAVANA,gene,11918,NA,ENSG00000197912.14,protein_coding,SPG7,1,OTTHUMG00000138046.9,overlapping_locus
HAVANA,gene,6172,NA,ENSG00000167526.13,protein_coding,RPL13,1,OTTHUMG00000133770.8,ncRNA_host
HAVANA,gene,3048,NA,ENSG00000178773.14,protein_coding,CPNE7,1,OTTHUMG00000138051.5,NA
HAVANA,gene,2737,NA,ENSG00000015413.9,protein_coding,DPEP1,2,OTTHUMG00000138052.4,NA
HAVANA,gene,3208,NA,ENSG00000131165.14,protein_coding,CHMP1A,1,OTTHUMG00000169521.1,NA
HAVANA,gene,5746,NA,ENSG00000167523.13,protein_coding,SPATA33,1,OTTHUMG00000138048.4,NA
HAVANA,gene,6791,NA,ENSG00000185324.21,protein_coding,CDK10,1,OTTHUMG00000138049.4,overlapping_locus
HAVANA,gene,2482,NA,ENSG00000158792.15,protein_coding,SPATA2L,2,OTTHUMG00000138047.3,NA
HAVANA,gene,3428,NA,ENSG00000075399.13,protein_coding,VPS9D1,2,OTTHUMG00000173219.2,NA
HAVANA,gene,7427,NA,ENSG00000158805.11,protein_coding,ZNF276,2,OTTHUMG00000138050.3,NA
HAVANA,gene,9736,NA,ENSG00000187741.14,protein_coding,FANCA,2,OTTHUMG00000173049.6,NA
HAVANA,gene,7975,NA,ENSG00000204991.10,protein_coding,SPIRE2,2,OTTHUMG00000173039.2,NA
HAVANA,gene,7967,NA,ENSG00000141002.19,protein_coding,TCF25,1,OTTHUMG00000138986.5,overlapping_locus
HAVANA,gene,5566,NA,ENSG00000258839.3,protein_coding,MC1R,2,OTTHUMG00000171163.2,overlapping_locus
HAVANA,gene,2776,NA,ENSG00000198211.8,protein_coding,RP11-566K11.2,1,OTTHUMG00000171162.2,overlapping_locus
HAVANA,gene,4430,NA,ENSG00000258947.6,protein_coding,TUBB3,1,OTTHUMG00000138985.3,overlapping_locus
HAVANA,gene,6565,NA,ENSG00000140995.16,protein_coding,DEF8,2,OTTHUMG00000138989.4,NA
HAVANA,gene,2744,NA,ENSG00000177946.5,protein_coding,CENPBD1,2,OTTHUMG00000173040.1,NA
HAVANA,gene,4791,NA,ENSG00000003249.13,protein_coding,DBNDD1,2,OTTHUMG00000138984.3,NA
HAVANA,gene,5615,NA,ENSG00000141013.16,protein_coding,GAS8,2,OTTHUMG00000138988.3,NA
HAVANA,gene,4104,NA,ENSG00000126856.13,protein_coding,PRDM7,2,OTTHUMG00000138990.4,NA
HAVANA,gene,478,NA,ENSG00000268320.3,protein_coding,SCGB1C2,2,OTTHUMG00000189257.1,NA
HAVANA,gene,6448,NA,ENSG00000272636.3,protein_coding,DOC2B,2,OTTHUMG00000154415.4,NA
HAVANA,gene,6066,NA,ENSG00000181031.15,protein_coding,RPH3AL,1,OTTHUMG00000090273.10,NA
HAVANA,gene,2710,NA,ENSG00000187624.8,protein_coding,C17orf97,1,OTTHUMG00000132479.6,NA
HAVANA,gene,3621,NA,ENSG00000183688.4,protein_coding,RFLNB,2,OTTHUMG00000132483.1,NA
HAVANA,gene,20899,NA,ENSG00000141252.19,protein_coding,VPS53,1,OTTHUMG00000177441.11,overlapping_locus
HAVANA,gene,2740,NA,ENSG00000167695.14,protein_coding,FAM57A,1,OTTHUMG00000177491.5,NA
HAVANA,gene,5751,NA,ENSG00000179409.10,protein_coding,GEMIN4,1,OTTHUMG00000177495.4,NA
HAVANA,gene,5603,NA,ENSG00000167699.13,protein_coding,GLOD4,2,OTTHUMG00000177497.5,overlapping_locus
HAVANA,gene,2065,NA,ENSG00000171861.10,protein_coding,MRM3,2,OTTHUMG00000090285.2,NA
HAVANA,gene,5880,NA,ENSG00000167693.16,protein_coding,NXN,2,OTTHUMG00000090307.4,NA
HAVANA,gene,3194,NA,ENSG00000177370.4,protein_coding,TIMM22,2,OTTHUMG00000180175.2,NA
HAVANA,gene,11709,NA,ENSG00000159842.14,protein_coding,ABR,1,OTTHUMG00000090313.17,ncRNA_host
HAVANA,gene,902,NA,ENSG00000205899.3,protein_coding,BHLHA9,2,OTTHUMG00000132192.1,NA
HAVANA,gene,3596,NA,ENSG00000184811.3,protein_coding,TUSC5,2,OTTHUMG00000132196.2,NA
HAVANA,gene,3847,NA,ENSG00000108953.16,protein_coding,YWHAE,1,OTTHUMG00000134316.6,NA
HAVANA,gene,4090,NA,ENSG00000167193.7,protein_coding,CRK,2,OTTHUMG00000090317.3,NA
HAVANA,gene,8152,NA,ENSG00000197879.14,protein_coding,MYO1C,2,OTTHUMG00000090323.14,NA
HAVANA,gene,5325,NA,ENSG00000132376.19,protein_coding,INPP5K,2,OTTHUMG00000150648.15,NA
HAVANA,gene,4784,NA,ENSG00000174238.14,protein_coding,PITPNA,2,OTTHUMG00000177779.10,NA
HAVANA,gene,10606,NA,ENSG00000167703.14,protein_coding,SLC43A2,1,OTTHUMG00000090345.7,ncRNA_host
HAVANA,gene,4961,NA,ENSG00000074660.15,protein_coding,SCARF1,2,OTTHUMG00000090555.6,NA
HAVANA,gene,2103,NA,ENSG00000167705.11,protein_coding,RILP,2,OTTHUMG00000090554.3,NA
HAVANA,gene,11355,NA,ENSG00000174231.16,protein_coding,PRPF8,1,OTTHUMG00000090553.6,NA
HAVANA,gene,5971,NA,ENSG00000185561.9,protein_coding,TLCD2,1,OTTHUMG00000132477.5,NA
HAVANA,gene,7913,NA,ENSG00000167716.18,protein_coding,WDR81,1,OTTHUMG00000153941.8,NA
HAVANA,gene,2348,NA,ENSG00000167711.13,protein_coding,SERPINF2,1,OTTHUMG00000090552.5,NA
HAVANA,gene,3069,NA,ENSG00000132386.10,protein_coding,SERPINF1,1,OTTHUMG00000090571.6,NA
HAVANA,gene,6777,NA,ENSG00000186532.11,protein_coding,SMYD4,2,OTTHUMG00000090570.7,NA
HAVANA,gene,5492,NA,ENSG00000132383.11,protein_coding,RPA1,1,OTTHUMG00000090579.3,NA
HAVANA,gene,3625,NA,ENSG00000185924.6,protein_coding,RTN4RL1,2,OTTHUMG00000180184.2,overlapping_locus
HAVANA,gene,1122,NA,ENSG00000262664.2,protein_coding,OVCA2,2,OTTHUMG00000132471.6,overlapping_locus
HAVANA,gene,5757,NA,ENSG00000108963.17,protein_coding,DPH1,2,OTTHUMG00000177724.7,overlapping_locus
HAVANA,gene,8108,NA,ENSG00000177374.12,protein_coding,HIC1,2,OTTHUMG00000177635.10,NA
HAVANA,gene,10554,NA,ENSG00000070366.13,protein_coding,SMG6,1,OTTHUMG00000177578.14,overlapping_locus
HAVANA,gene,3498,NA,ENSG00000167720.12,protein_coding,SRR,2,OTTHUMG00000090583.9,overlapping_locus
HAVANA,gene,5545,NA,ENSG00000167721.10,protein_coding,TSR1,2,OTTHUMG00000177636.6,overlapping_locus
HAVANA,gene,9771,NA,ENSG00000141258.12,protein_coding,SGSM2,1,OTTHUMG00000177637.11,NA
HAVANA,gene,8728,NA,ENSG00000070444.14,protein_coding,MNT,1,OTTHUMG00000090603.7,NA
HAVANA,gene,8934,NA,ENSG00000127804.12,protein_coding,METTL16,1,OTTHUMG00000177564.10,overlapping_locus
HAVANA,gene,8127,NA,ENSG00000007168.12,protein_coding,PAFAH1B1,2,OTTHUMG00000177574.7,overlapping_locus
HAVANA,gene,6900,NA,ENSG00000132361.16,protein_coding,CLUH,2,OTTHUMG00000177575.9,ncRNA_host
HAVANA,gene,7530,NA,ENSG00000132359.14,protein_coding,RAP1GAP2,1,OTTHUMG00000177642.8,NA
HAVANA,gene,939,NA,ENSG00000262628.1,protein_coding,OR1D5,2,OTTHUMG00000177676.3,NA
HAVANA,gene,939,NA,ENSG00000184166.1,protein_coding,OR1D2,2,OTTHUMG00000090619.2,NA
HAVANA,gene,998,NA,ENSG00000183024.3,protein_coding,OR1G1,2,OTTHUMG00000090618.2,NA
HAVANA,gene,930,NA,ENSG00000172150.4,protein_coding,OR1A2,2,OTTHUMG00000090638.2,NA
HAVANA,gene,930,NA,ENSG00000172146.1,protein_coding,OR1A1,2,OTTHUMG00000090637.2,NA
HAVANA,gene,1076,NA,ENSG00000221882.2,protein_coding,OR3A2,2,OTTHUMG00000177667.1,overlapping_locus
HAVANA,gene,966,NA,ENSG00000180090.4,protein_coding,OR3A1,2,OTTHUMG00000090642.3,overlapping_locus
HAVANA,gene,1307,NA,ENSG00000180016.2,protein_coding,OR1E1,2,OTTHUMG00000090643.1,NA
HAVANA,gene,966,NA,ENSG00000159961.1,protein_coding,OR3A3,2,OTTHUMG00000090649.2,NA
HAVANA,gene,972,NA,ENSG00000127780.3,protein_coding,OR1E2,2,OTTHUMG00000090651.2,NA
HAVANA,gene,5854,NA,ENSG00000108381.10,protein_coding,ASPA,2,OTTHUMG00000090655.4,NA
HAVANA,gene,2860,NA,ENSG00000141255.12,protein_coding,SPATA22,1,OTTHUMG00000177609.3,overlapping_locus
HAVANA,gene,9780,NA,ENSG00000167723.14,protein_coding,TRPV3,2,OTTHUMG00000090695.2,overlapping_locus
HAVANA,gene,5237,NA,ENSG00000196689.11,protein_coding,TRPV1,1,OTTHUMG00000177649.2,overlapping_locus
HAVANA,gene,4753,NA,ENSG00000262304.2,protein_coding,RP11-235E17.2,2,OTTHUMG00000177650.2,overlapping_locus
HAVANA,gene,3838,NA,ENSG00000197417.7,protein_coding,SHPK,2,OTTHUMG00000090694.3,overlapping_locus
HAVANA,gene,3398,NA,ENSG00000040531.14,protein_coding,CTNS,1,OTTHUMG00000090693.7,NA
HAVANA,gene,1383,NA,ENSG00000213977.7,protein_coding,TAX1BP3,2,OTTHUMG00000090701.2,overlapping_locus
HAVANA,gene,769,NA,ENSG00000127774.6,protein_coding,EMC6,2,OTTHUMG00000180187.1,NA
HAVANA,gene,5905,NA,ENSG00000257950.3,protein_coding,P2RX5-TAX1BP3,2,OTTHUMG00000169623.2,overlapping_locus
HAVANA,gene,4190,NA,ENSG00000083454.21,protein_coding,P2RX5,2,OTTHUMG00000090700.5,overlapping_locus
HAVANA,gene,2797,NA,ENSG00000177602.5,protein_coding,GSG2,2,OTTHUMG00000090703.1,NA
HAVANA,gene,6657,NA,ENSG00000083457.11,protein_coding,ITGAE,1,OTTHUMG00000177634.3,NA
HAVANA,gene,14718,NA,ENSG00000074356.16,protein_coding,NCBP3,1,OTTHUMG00000177672.3,NA
HAVANA,gene,7424,NA,ENSG00000004660.14,protein_coding,CAMKK1,2,OTTHUMG00000090725.2,NA
HAVANA,gene,3970,NA,ENSG00000108405.3,protein_coding,P2RX1,2,OTTHUMG00000177673.1,NA
HAVANA,gene,6893,NA,ENSG00000074370.17,protein_coding,ATP2A3,2,OTTHUMG00000177674.2,NA
HAVANA,gene,15878,NA,ENSG00000074755.14,protein_coding,ZZEF1,2,OTTHUMG00000090741.2,ncRNA_host
HAVANA,gene,2182,NA,ENSG00000167740.9,protein_coding,CYB5D2,2,OTTHUMG00000177726.3,overlapping_locus
HAVANA,gene,14120,NA,ENSG00000185722.16,protein_coding,ANKFY1,1,OTTHUMG00000177727.5,NA
HAVANA,gene,4539,NA,ENSG00000132388.12,protein_coding,UBE2G1,1,OTTHUMG00000177826.3,ncRNA_host
HAVANA,gene,2684,NA,ENSG00000182557.7,protein_coding,SPNS3,2,OTTHUMG00000177737.2,NA
HAVANA,gene,4111,NA,ENSG00000183018.8,protein_coding,SPNS2,2,OTTHUMG00000177739.4,NA
HAVANA,gene,6203,NA,ENSG00000132382.14,protein_coding,MYBBP1A,2,OTTHUMG00000090747.3,NA
HAVANA,gene,3161,NA,ENSG00000167741.10,protein_coding,GGT6,2,OTTHUMG00000177827.2,NA
HAVANA,gene,2470,NA,ENSG00000188176.11,protein_coding,SMTNL2,2,OTTHUMG00000132938.3,NA
HAVANA,gene,3404,NA,ENSG00000161905.12,protein_coding,ALOX15,2,OTTHUMG00000090746.3,NA
HAVANA,gene,6577,NA,ENSG00000141456.14,protein_coding,PELP1,2,OTTHUMG00000177831.8,NA
HAVANA,gene,4372,NA,ENSG00000141480.17,protein_coding,ARRB2,2,OTTHUMG00000090759.5,NA
HAVANA,gene,1477,NA,ENSG00000161920.9,protein_coding,MED11,1,OTTHUMG00000177896.1,NA
HAVANA,gene,2794,NA,ENSG00000161921.14,protein_coding,CXCL16,2,OTTHUMG00000090761.3,NA
HAVANA,gene,3303,NA,ENSG00000141497.13,protein_coding,ZMYND15,2,OTTHUMG00000090760.3,NA
HAVANA,gene,932,NA,ENSG00000142484.6,protein_coding,TM4SF5,2,OTTHUMG00000090776.3,NA
HAVANA,gene,803,NA,ENSG00000182853.11,protein_coding,VMO1,2,OTTHUMG00000177898.1,NA
HAVANA,gene,1023,NA,ENSG00000182327.7,protein_coding,GLTPD2,2,OTTHUMG00000177929.1,overlapping_locus
HAVANA,gene,1448,NA,ENSG00000142507.9,protein_coding,PSMB6,2,OTTHUMG00000090777.3,NA
HAVANA,gene,651,NA,ENSG00000262165.2,protein_coding,RP11-81A22.5,2,OTTHUMG00000177931.2,NA
HAVANA,gene,4888,NA,ENSG00000129219.13,protein_coding,PLD2,1,OTTHUMG00000090779.6,NA
HAVANA,gene,7817,NA,ENSG00000141503.15,protein_coding,MINK1,2,OTTHUMG00000177932.2,ncRNA_host
HAVANA,gene,3408,NA,ENSG00000205710.3,protein_coding,C17orf107,2,OTTHUMG00000164838.1,NA
HAVANA,gene,2641,NA,ENSG00000108556.7,protein_coding,CHRNE,2,OTTHUMG00000090778.4,NA
HAVANA,gene,2501,NA,ENSG00000185245.7,protein_coding,GP1BA,2,OTTHUMG00000177946.1,NA
HAVANA,gene,2669,NA,ENSG00000108528.13,protein_coding,SLC25A11,2,OTTHUMG00000099395.6,NA
HAVANA,gene,2744,NA,ENSG00000108523.15,protein_coding,RNF167,1,OTTHUMG00000099397.5,NA
HAVANA,gene,1987,NA,ENSG00000108518.7,protein_coding,PFN1,2,OTTHUMG00000099396.4,NA
HAVANA,gene,4292,NA,ENSG00000108515.17,protein_coding,ENO3,1,OTTHUMG00000099394.7,NA
HAVANA,gene,2831,NA,ENSG00000091640.7,protein_coding,SPAG7,1,OTTHUMG00000177733.1,NA
HAVANA,gene,5999,NA,ENSG00000108509.20,protein_coding,CAMTA2,1,OTTHUMG00000099417.5,ncRNA_host
HAVANA,gene,1553,NA,ENSG00000196388.8,protein_coding,INCA1,2,OTTHUMG00000177768.1,NA
HAVANA,gene,8580,NA,ENSG00000129250.11,protein_coding,KIF1C,2,OTTHUMG00000099451.3,NA
HAVANA,gene,3934,NA,ENSG00000132517.14,protein_coding,SLC52A1,1,OTTHUMG00000099448.2,NA
HAVANA,gene,5206,NA,ENSG00000180787.5,protein_coding,ZFP3,2,OTTHUMG00000177799.1,NA
HAVANA,gene,2794,NA,ENSG00000167840.13,protein_coding,ZNF232,2,OTTHUMG00000099450.2,NA
HAVANA,gene,11270,NA,ENSG00000129204.16,protein_coding,USP6,2,OTTHUMG00000099449.2,NA
